ID_Progreso,ID_Usuario,ID_Plan,Porcentaje_Completado,Fecha_Actualizacion,Tipo_Plan
PROG-01159,USR-05297,PLAN-022,95.0,2024-10-13,HIIT
PROG-01160,USR-02978,PLAN-093,52.0,2025-07-23,HIIT
PROG-01161,USR-01705,PLAN-092,55.0,2025-04-26,Meditación
PROG-01162,USR-02794,PLAN-072,43.0,2025-07-21,HIIT
PROG-01163,USR-03331,PLAN-002,71.0,2025-04-07,Cardio
PROG-01164,USR-02156,PLAN-074,11.0,2025-05-20,HIIT
PROG-01165,USR-02648,PLAN-066,10.0,2025-07-27,HIIT
PROG-01166,USR-01713,PLAN-086,42.0,2024-11-08,Fuerza
PROG-01167,USR-03035,PLAN-034,0.0,2025-02-18,Fuerza
PROG-01168,USR-06102,PLAN-043,77.0,2025-01-16,Yoga
PROG-01169,USR-01534,PLAN-046,26.0,2025-03-13,Cardio
PROG-01170,USR-04596,PLAN-004,77.0,2025-05-21,Cardio
PROG-01171,USR-03832,PLAN-032,31.0,2025-08-05,Cardio
PROG-01172,USR-02063,PLAN-033,31.0,2025-01-14,Yoga
PROG-01173,USR-07688,PLAN-027,92.0,2025-05-13,Fuerza
PROG-01174,USR-01771,PLAN-047,46.0,2024-11-04,Meditación
PROG-01175,USR-07418,PLAN-079,0.0,2024-11-15,Cardio
PROG-01176,USR-00665,PLAN-060,12.0,2024-11-26,Meditación
PROG-01177,USR-07282,PLAN-028,73.0,2025-07-16,Meditación
PROG-01178,USR-01993,PLAN-048,31.0,2025-04-07,Fuerza
PROG-01179,USR-05808,PLAN-023,,2025-06-18,Yoga
PROG-01180,USR-07899,PLAN-078,65.0,2024-11-21,Meditación
PROG-01181,USR-03159,PLAN-009,37.0,2024-10-15,Cardio
PROG-01182,USR-05842,PLAN-052,65.0,2024-09-19,Fuerza
PROG-01183,USR-00443,PLAN-009,31.0,2025-08-25,Fuerza
PROG-01184,USR-07480,PLAN-083,43.0,2025-05-20,HIIT
PROG-01185,USR-07926,PLAN-086,36.0,2025-01-31,Meditación
PROG-01186,USR-07891,PLAN-012,24.0,2024-11-26,Cardio
PROG-01187,USR-03467,PLAN-094,51.0,2024-12-06,HIIT
PROG-01188,USR-06524,PLAN-076,86.0,2024-12-15,HIIT
PROG-01189,USR-03075,PLAN-060,95.0,2025-08-01,Yoga
PROG-01190,USR-06286,PLAN-065,73.0,2024-10-03,Cardio
PROG-01191,USR-00884,PLAN-030,80.0,2025-05-28,Cardio
PROG-01192,USR-05780,PLAN-004,9.0,2024-11-09,HIIT
PROG-01193,USR-07115,PLAN-099,12.0,2024-11-12,HIIT
PROG-01194,USR-05259,PLAN-017,44.0,2025-01-13,Meditación
PROG-01195,USR-01479,PLAN-068,44.0,2025-07-18,Yoga
PROG-01196,USR-07875,PLAN-024,83.0,2025-04-13,Cardio
PROG-01197,USR-06353,PLAN-095,70.0,2024-10-29,HIIT
PROG-01198,USR-01567,PLAN-020,95.0,2024-11-13,HIIT
PROG-01199,USR-03191,PLAN-026,98.0,2025-03-05,Meditación
PROG-01200,USR-02827,PLAN-012,77.0,2024-09-13,Yoga
PROG-01201,USR-03060,PLAN-004,96.0,2024-11-13,Yoga
PROG-01202,USR-04479,PLAN-071,,2025-01-29,Yoga
PROG-01203,USR-05812,PLAN-049,37.0,2025-08-26,Cardio
PROG-01204,USR-06776,PLAN-087,93.0,2024-10-24,Cardio
PROG-01205,USR-02993,PLAN-029,64.0,2025-02-08,Cardio
PROG-01206,USR-03693,PLAN-079,85.0,2025-07-05,Cardio
PROG-01207,USR-00149,PLAN-021,95.0,2025-02-17,Meditación
PROG-01208,USR-03612,PLAN-087,60.0,2025-05-14,Meditación
PROG-01209,USR-04946,PLAN-041,53.0,2025-08-07,HIIT
PROG-01210,USR-01370,PLAN-091,39.0,2024-10-02,HIIT
PROG-01211,USR-04204,PLAN-048,25.0,2025-01-16,Yoga
PROG-01212,USR-02865,PLAN-073,94.0,2025-02-08,Yoga
PROG-01213,USR-01193,PLAN-032,51.0,2024-10-05,Fuerza
PROG-01214,USR-00237,PLAN-024,43.0,2025-05-14,Meditación
PROG-01215,USR-07639,PLAN-095,82.0,2025-02-08,HIIT
PROG-01216,USR-04856,PLAN-004,91.0,2025-01-16,HIIT
PROG-01217,USR-06950,PLAN-060,70.0,2024-09-25,Yoga
PROG-01218,USR-07416,PLAN-037,29.0,2024-12-17,HIIT
PROG-01219,USR-02166,PLAN-099,94.0,2025-04-29,HIIT
PROG-01220,USR-02268,PLAN-007,17.0,2025-03-13,HIIT
PROG-01221,USR-05397,PLAN-016,41.0,2025-07-05,Cardio
PROG-01222,USR-01089,PLAN-081,13.0,2025-04-06,Meditación
PROG-01223,USR-07037,PLAN-052,88.0,2025-06-03,HIIT
PROG-01224,USR-06329,PLAN-033,41.0,2024-11-01,Fuerza
PROG-01225,USR-00158,PLAN-051,74.0,2024-12-14,Fuerza
PROG-01226,USR-00945,PLAN-035,13.0,2024-09-24,Meditación
PROG-01227,USR-04862,PLAN-030,0.0,2025-08-25,HIIT
PROG-01228,USR-05331,PLAN-079,20.0,2025-04-14,Cardio
PROG-01229,USR-05253,PLAN-063,63.0,2025-06-19,Cardio
PROG-01230,USR-03546,PLAN-058,63.0,2025-06-25,Fuerza
PROG-01231,USR-02733,PLAN-042,13.0,2025-09-09,Meditación
PROG-01232,USR-05843,PLAN-086,56.0,2024-12-05,HIIT
PROG-01233,USR-06473,PLAN-033,4.0,2025-08-11,Yoga
PROG-01234,USR-00580,PLAN-011,37.0,2025-03-02,Cardio
PROG-01235,USR-01229,PLAN-050,,2024-12-04,Fuerza
PROG-01236,USR-04978,PLAN-001,52.0,2025-04-29,Fuerza
PROG-01237,USR-06957,PLAN-004,81.0,2025-06-15,Yoga
PROG-01238,USR-05166,PLAN-098,63.0,2025-07-14,HIIT
PROG-01239,USR-06313,PLAN-031,33.0,2025-04-19,HIIT
PROG-01240,USR-07014,PLAN-094,55.0,2025-03-30,Yoga
PROG-01241,USR-06840,PLAN-032,74.0,2025-04-11,HIIT
PROG-01242,USR-01882,PLAN-086,,2025-03-12,Fuerza
PROG-01243,USR-02660,PLAN-068,66.0,2025-05-21,HIIT
PROG-01244,USR-07404,PLAN-026,4.0,2025-08-23,HIIT
PROG-01245,USR-05150,PLAN-091,64.0,2025-06-30,Cardio
PROG-01246,USR-00906,PLAN-091,14.0,2025-06-03,Yoga
PROG-01247,USR-03350,PLAN-079,85.0,2025-06-18,Yoga
PROG-01248,USR-05522,PLAN-071,67.0,2025-06-02,Yoga
PROG-01249,USR-04034,PLAN-031,68.0,2024-09-29,Fuerza
PROG-01250,USR-04097,PLAN-045,92.0,2025-01-31,HIIT
PROG-01251,USR-00827,PLAN-048,57.0,2024-09-27,Fuerza
PROG-01252,USR-07837,PLAN-029,28.0,2025-05-30,Yoga
PROG-01253,USR-04860,PLAN-049,34.0,2025-08-27,Yoga
PROG-01254,USR-02991,PLAN-043,56.0,2024-12-05,HIIT
PROG-01255,USR-02137,PLAN-038,,2024-09-17,Meditación
PROG-01256,USR-03363,PLAN-039,16.0,2024-10-21,Yoga
PROG-01257,USR-00210,PLAN-059,19.0,2025-01-04,Fuerza
PROG-01258,USR-00053,PLAN-035,3.0,2025-03-28,Cardio
PROG-01259,USR-05709,PLAN-093,,2025-03-28,Fuerza
PROG-01260,USR-00964,PLAN-060,32.0,2025-03-10,Fuerza
PROG-01261,USR-02222,PLAN-092,,2025-01-23,Yoga
PROG-01262,USR-02353,PLAN-015,6.0,2025-05-09,Cardio
PROG-01263,USR-02178,PLAN-083,23.0,2025-03-11,Cardio
PROG-01264,USR-00534,PLAN-009,66.0,2024-12-15,Yoga
PROG-01265,USR-04065,PLAN-036,0.0,2024-12-11,HIIT
PROG-01266,USR-03486,PLAN-010,99.0,2024-12-15,Yoga
PROG-01267,USR-00620,PLAN-064,24.0,2025-05-31,HIIT
PROG-01268,USR-04265,PLAN-079,43.0,2024-10-29,Yoga
PROG-01269,USR-01291,PLAN-076,17.0,2025-06-03,Fuerza
PROG-01270,USR-06746,PLAN-038,40.0,2024-10-05,HIIT
PROG-01271,USR-03183,PLAN-079,69.0,2024-12-10,Fuerza
PROG-01272,USR-02274,PLAN-015,67.0,2025-08-05,Yoga
PROG-01273,USR-00320,PLAN-033,59.0,2024-10-20,HIIT
PROG-01274,USR-04212,PLAN-011,,2025-02-03,Fuerza
PROG-01275,USR-03246,PLAN-053,99.0,2025-07-19,HIIT
PROG-01276,USR-03684,PLAN-100,65.0,2025-02-14,Yoga
PROG-01277,USR-06029,PLAN-084,73.0,2025-08-21,Cardio
PROG-01278,USR-00896,PLAN-068,57.0,2025-03-14,Yoga
PROG-01279,USR-02677,PLAN-024,,2025-03-24,HIIT
PROG-01280,USR-03950,PLAN-012,3.0,2025-03-06,Cardio
PROG-01281,USR-03134,PLAN-014,81.0,2024-10-24,Fuerza
PROG-01282,USR-04141,PLAN-074,63.0,2025-08-01,Yoga
PROG-01283,USR-05740,PLAN-093,64.0,2025-08-16,Meditación
PROG-01284,USR-00915,PLAN-041,85.0,2025-03-07,Cardio
PROG-01285,USR-00797,PLAN-035,61.0,2025-03-18,HIIT
PROG-01286,USR-04853,PLAN-001,16.0,2024-12-18,Meditación
PROG-01287,USR-04696,PLAN-053,61.0,2024-09-22,Fuerza
PROG-01288,USR-01921,PLAN-090,76.0,2025-06-12,Cardio
PROG-01289,USR-05703,PLAN-001,94.0,2025-06-14,HIIT
PROG-01290,USR-03255,PLAN-090,49.0,2025-03-17,Cardio
PROG-01291,USR-02021,PLAN-067,24.0,2025-01-28,Cardio
PROG-01292,USR-02505,PLAN-079,14.0,2024-09-16,Fuerza
PROG-01293,USR-01016,PLAN-056,12.0,2025-06-04,HIIT
PROG-01294,USR-00319,PLAN-021,44.0,2025-04-20,Fuerza
PROG-01295,USR-05899,PLAN-012,45.0,2025-03-02,HIIT
PROG-01296,USR-06992,PLAN-048,35.0,2025-03-25,Cardio
PROG-01297,USR-05204,PLAN-010,35.0,2025-01-03,Meditación
PROG-01298,USR-04972,PLAN-091,76.0,2025-09-08,Cardio
PROG-01299,USR-00476,PLAN-039,22.0,2025-01-06,HIIT
PROG-01300,USR-05481,PLAN-023,76.0,2025-05-25,Fuerza
PROG-01301,USR-07411,PLAN-050,48.0,2025-03-21,Fuerza
PROG-01302,USR-06958,PLAN-048,54.0,2024-10-27,Meditación
PROG-01303,USR-01430,PLAN-093,73.0,2025-07-08,Fuerza
PROG-01304,USR-05244,PLAN-052,99.0,2025-08-03,HIIT
PROG-01305,USR-02409,PLAN-003,,2025-07-18,Yoga
PROG-01306,USR-01547,PLAN-042,73.0,2025-03-06,Cardio
PROG-01307,USR-01729,PLAN-006,95.0,2025-05-11,Yoga
PROG-01308,USR-05544,PLAN-078,95.0,2024-12-17,Yoga
PROG-01309,USR-06068,PLAN-092,60.0,2024-10-03,Meditación
PROG-01310,USR-01562,PLAN-085,25.0,2025-06-25,Meditación
PROG-01311,USR-03676,PLAN-077,66.0,2025-06-06,Cardio
PROG-01312,USR-04405,PLAN-086,23.0,2025-06-03,Meditación
PROG-01313,USR-03261,PLAN-057,81.0,2024-09-24,Meditación
PROG-01314,USR-05504,PLAN-079,21.0,2025-04-13,Yoga
PROG-01315,USR-01807,PLAN-077,70.0,2025-05-18,Yoga
PROG-01316,USR-01154,PLAN-030,71.0,2025-07-02,Cardio
PROG-01317,USR-02309,PLAN-066,23.0,2025-05-12,Meditación
PROG-01318,USR-06688,PLAN-084,42.0,2025-01-31,Meditación
PROG-01319,USR-03219,PLAN-044,1.0,2025-01-02,Meditación
PROG-01320,USR-03611,PLAN-007,92.0,2025-02-03,Meditación
PROG-01321,USR-07371,PLAN-089,68.0,2025-06-20,Cardio
PROG-01322,USR-06563,PLAN-034,28.0,2025-03-04,Fuerza
PROG-01323,USR-06234,PLAN-062,21.0,2025-02-17,Cardio
PROG-01324,USR-07921,PLAN-064,63.0,2025-07-09,Meditación
PROG-01325,USR-02083,PLAN-072,29.0,2024-09-20,Yoga
PROG-01326,USR-06177,PLAN-026,30.0,2025-01-02,Cardio
PROG-01327,USR-01758,PLAN-084,7.0,2025-05-02,HIIT
PROG-01328,USR-01919,PLAN-012,32.0,2024-10-04,Meditación
PROG-01329,USR-03485,PLAN-001,91.0,2025-02-21,Fuerza
PROG-01330,USR-04575,PLAN-048,95.0,2025-06-27,Fuerza
PROG-01331,USR-06819,PLAN-063,75.0,2024-11-13,Yoga
PROG-01332,USR-05426,PLAN-050,18.0,2025-09-08,Meditación
PROG-01333,USR-03630,PLAN-046,75.0,2025-06-22,Meditación
PROG-01334,USR-07471,PLAN-027,22.0,2024-09-29,Meditación
PROG-01335,USR-05007,PLAN-013,54.0,2025-08-19,Yoga
PROG-01336,USR-01121,PLAN-032,44.0,2025-08-11,Meditación
PROG-01337,USR-07361,PLAN-027,39.0,2024-10-05,Meditación
PROG-01338,USR-03924,PLAN-019,85.0,2025-04-01,HIIT
PROG-01339,USR-02071,PLAN-077,90.0,2025-06-13,Yoga
PROG-01340,USR-07588,PLAN-063,91.0,2025-04-02,Fuerza
PROG-01341,USR-02108,PLAN-043,58.0,2025-07-25,HIIT
PROG-01342,USR-05862,PLAN-002,17.0,2025-07-19,Cardio
PROG-01343,USR-06827,PLAN-012,36.0,2025-06-10,HIIT
PROG-01344,USR-07026,PLAN-038,28.0,2025-04-21,Cardio
PROG-01345,USR-02248,PLAN-088,52.0,2025-04-15,Cardio
PROG-01346,USR-02581,PLAN-078,56.0,2025-09-04,HIIT
PROG-01347,USR-02925,PLAN-079,5.0,2024-11-03,Meditación
PROG-01348,USR-01770,PLAN-088,40.0,2025-08-15,Cardio
PROG-01349,USR-05246,PLAN-030,18.0,2024-10-19,Fuerza
PROG-01350,USR-00026,PLAN-094,75.0,2024-10-12,HIIT
PROG-01351,USR-00018,PLAN-052,67.0,2025-05-26,HIIT
PROG-01352,USR-02621,PLAN-099,98.0,2025-04-03,HIIT
PROG-01353,USR-04583,PLAN-022,88.0,2024-12-10,Cardio
PROG-01354,USR-07543,PLAN-068,21.0,2025-07-30,Fuerza
PROG-01355,USR-04842,PLAN-081,95.0,2025-08-31,Meditación
PROG-01356,USR-05121,PLAN-088,87.0,2025-07-23,HIIT
PROG-01357,USR-01726,PLAN-033,76.0,2024-11-17,Cardio
PROG-01358,USR-05127,PLAN-013,66.0,2025-01-23,Yoga
PROG-01359,USR-07141,PLAN-040,52.0,2025-05-28,Cardio
PROG-01360,USR-03359,PLAN-081,5.0,2025-07-24,Cardio
PROG-01361,USR-01537,PLAN-052,94.0,2025-02-23,Yoga
PROG-01362,USR-07806,PLAN-098,72.0,2025-06-09,HIIT
PROG-01363,USR-05049,PLAN-039,44.0,2024-11-11,HIIT
PROG-01364,USR-07209,PLAN-020,90.0,2025-04-15,Yoga
PROG-01365,USR-04322,PLAN-012,16.0,2025-06-17,HIIT
PROG-01366,USR-04213,PLAN-043,86.0,2025-02-12,Fuerza
PROG-01367,USR-06759,PLAN-036,68.0,2025-06-09,HIIT
PROG-01368,USR-01558,PLAN-005,35.0,2025-03-04,Fuerza
PROG-01369,USR-00847,PLAN-036,87.0,2024-09-17,Yoga
PROG-01370,USR-01524,PLAN-044,46.0,2025-06-24,HIIT
PROG-01371,USR-07075,PLAN-071,51.0,2025-02-05,Yoga
PROG-01372,USR-06458,PLAN-026,26.0,2025-06-23,HIIT
PROG-01373,USR-07280,PLAN-005,63.0,2025-02-13,Meditación
PROG-01374,USR-07342,PLAN-056,66.0,2025-06-25,Meditación
PROG-01375,USR-02004,PLAN-040,39.0,2025-06-01,Fuerza
PROG-01376,USR-03928,PLAN-019,48.0,2025-05-02,Cardio
PROG-01377,USR-06920,PLAN-032,95.0,2025-02-07,Cardio
PROG-01378,USR-00550,PLAN-004,33.0,2024-12-21,HIIT
PROG-01379,USR-06042,PLAN-053,43.0,2025-01-16,Meditación
PROG-01380,USR-02833,PLAN-053,65.0,2025-06-10,HIIT
PROG-01381,USR-02699,PLAN-027,81.0,2025-06-16,HIIT
PROG-01382,USR-07238,PLAN-004,4.0,2025-04-30,HIIT
PROG-01383,USR-01447,PLAN-024,48.0,2024-10-17,Meditación
PROG-01384,USR-07961,PLAN-036,18.0,2025-06-02,HIIT
PROG-01385,USR-02730,PLAN-046,38.0,2024-10-31,Yoga
PROG-01386,USR-02872,PLAN-084,89.0,2025-07-17,Meditación
PROG-01387,USR-04714,PLAN-076,36.0,2025-07-11,Yoga
PROG-01388,USR-04326,PLAN-079,100.0,2025-02-14,Yoga
PROG-01389,USR-02147,PLAN-054,45.0,2025-01-23,Meditación
PROG-01390,USR-01769,PLAN-002,87.0,2025-09-01,Cardio
PROG-01391,USR-00994,PLAN-086,91.0,2025-01-09,Yoga
PROG-01392,USR-03378,PLAN-081,20.0,2024-10-11,Yoga
PROG-01393,USR-00137,PLAN-073,,2024-12-28,HIIT
PROG-01394,USR-02650,PLAN-019,82.0,2025-06-20,Meditación
PROG-01395,USR-06317,PLAN-011,99.0,2024-12-12,HIIT
PROG-01396,USR-06452,PLAN-009,30.0,2025-04-13,HIIT
PROG-01397,USR-04273,PLAN-065,70.0,2025-03-12,Yoga
PROG-01398,USR-04911,PLAN-077,39.0,2024-11-10,HIIT
PROG-01399,USR-01432,PLAN-089,4.0,2024-12-24,HIIT
PROG-01400,USR-06649,PLAN-065,73.0,2025-08-05,Meditación
PROG-01401,USR-01603,PLAN-014,79.0,2025-03-16,Yoga
PROG-01402,USR-01956,PLAN-020,48.0,2024-12-17,Fuerza
PROG-01403,USR-06812,PLAN-076,34.0,2024-10-28,Yoga
PROG-01404,USR-07104,PLAN-093,89.0,2025-09-01,Meditación
PROG-01405,USR-01667,PLAN-026,97.0,2025-09-10,Fuerza
PROG-01406,USR-01886,PLAN-071,11.0,2025-04-17,Cardio
PROG-01407,USR-07410,PLAN-077,,2025-03-20,Meditación
PROG-01408,USR-02217,PLAN-012,70.0,2025-03-21,HIIT
PROG-01409,USR-06489,PLAN-036,21.0,2024-11-11,Yoga
PROG-01410,USR-04840,PLAN-080,,2025-03-06,Fuerza
PROG-01411,USR-02195,PLAN-053,84.0,2025-04-27,Yoga
PROG-01412,USR-00163,PLAN-048,87.0,2025-06-16,Yoga
PROG-01413,USR-04923,PLAN-016,46.0,2024-09-26,Meditación
PROG-01414,USR-00772,PLAN-001,29.0,2025-01-23,Yoga
PROG-01415,USR-07258,PLAN-002,77.0,2024-10-08,Fuerza
PROG-01416,USR-01849,PLAN-080,0.0,2025-02-19,HIIT
PROG-01417,USR-01249,PLAN-031,72.0,2025-03-07,Fuerza
PROG-01418,USR-07638,PLAN-084,22.0,2025-04-19,Fuerza
PROG-01419,USR-02594,PLAN-072,86.0,2024-12-03,Fuerza
PROG-01420,USR-02444,PLAN-075,42.0,2025-08-17,HIIT
PROG-01421,USR-01392,PLAN-041,48.0,2024-12-08,Fuerza
PROG-01422,USR-01382,PLAN-093,32.0,2025-05-04,Yoga
PROG-01423,USR-02959,PLAN-009,95.0,2025-07-13,Meditación
PROG-01424,USR-00639,PLAN-056,74.0,2024-12-09,HIIT
PROG-01425,USR-05577,PLAN-022,100.0,2024-10-04,Cardio
PROG-01426,USR-03424,PLAN-065,4.0,2024-11-08,Yoga
PROG-01427,USR-05508,PLAN-035,8.0,2025-05-23,Cardio
PROG-01428,USR-02812,PLAN-055,57.0,2025-01-09,Cardio
PROG-01429,USR-05016,PLAN-091,,2024-09-20,Cardio
PROG-01430,USR-03474,PLAN-033,45.0,2025-05-19,Fuerza
PROG-01431,USR-03357,PLAN-089,64.0,2025-08-06,Meditación
PROG-01432,USR-00489,PLAN-099,73.0,2025-09-02,Cardio
PROG-01433,USR-06771,PLAN-064,80.0,2025-04-13,Cardio
PROG-01434,USR-06427,PLAN-033,12.0,2024-11-18,Fuerza
PROG-01435,USR-02109,PLAN-021,19.0,2025-01-09,Yoga
PROG-01436,USR-07600,PLAN-032,28.0,2024-09-22,Meditación
PROG-01437,USR-07801,PLAN-064,45.0,2025-04-22,Cardio
PROG-01438,USR-07665,PLAN-037,42.0,2025-02-05,HIIT
PROG-01439,USR-07069,PLAN-052,,2025-05-25,HIIT
PROG-01440,USR-00389,PLAN-054,92.0,2024-10-17,Fuerza
PROG-01441,USR-02273,PLAN-091,95.0,2024-09-21,Yoga
PROG-01442,USR-03939,PLAN-028,48.0,2025-05-06,HIIT
PROG-01443,USR-06080,PLAN-001,86.0,2025-08-28,Meditación
PROG-01444,USR-04543,PLAN-007,45.0,2024-12-14,Meditación
PROG-01445,USR-00588,PLAN-002,37.0,2025-07-05,Yoga
PROG-01446,USR-01283,PLAN-074,78.0,2024-11-22,Fuerza
PROG-01447,USR-04106,PLAN-063,3.0,2024-09-17,Yoga
PROG-01448,USR-07205,PLAN-071,55.0,2025-03-02,Fuerza
PROG-01449,USR-00288,PLAN-078,78.0,2025-02-07,Cardio
PROG-01450,USR-05775,PLAN-047,38.0,2024-12-15,HIIT
PROG-01451,USR-02503,PLAN-049,55.0,2024-10-09,Meditación
PROG-01452,USR-02779,PLAN-049,90.0,2025-01-30,HIIT
PROG-01453,USR-04337,PLAN-044,74.0,2025-09-11,Cardio
PROG-01454,USR-06448,PLAN-079,53.0,2024-09-21,Yoga
PROG-01455,USR-06500,PLAN-048,,2025-02-13,Meditación
PROG-01456,USR-02626,PLAN-004,100.0,2025-01-23,Cardio
PROG-01457,USR-02406,PLAN-030,64.0,2025-06-06,Meditación
PROG-01458,USR-01864,PLAN-009,59.0,2025-08-25,Cardio
PROG-01459,USR-06534,PLAN-071,26.0,2024-11-16,HIIT
PROG-01460,USR-05496,PLAN-021,81.0,2024-11-15,Fuerza
PROG-01461,USR-03656,PLAN-055,49.0,2025-07-09,Yoga
PROG-01462,USR-03756,PLAN-034,55.0,2024-12-06,Yoga
PROG-01463,USR-00682,PLAN-093,49.0,2025-01-25,HIIT
PROG-01464,USR-00251,PLAN-066,84.0,2025-03-24,Meditación
PROG-01465,USR-00488,PLAN-010,85.0,2024-09-24,Cardio
PROG-01466,USR-01901,PLAN-075,20.0,2025-06-08,Fuerza
PROG-01467,USR-06011,PLAN-037,36.0,2025-09-01,Cardio
PROG-01468,USR-06248,PLAN-018,74.0,2025-02-08,Cardio
PROG-01469,USR-02980,PLAN-011,61.0,2025-02-19,Yoga
PROG-01470,USR-05524,PLAN-071,,2025-07-08,HIIT
PROG-01471,USR-06946,PLAN-022,15.0,2025-06-27,HIIT
PROG-01472,USR-02107,PLAN-027,18.0,2025-02-14,Meditación
PROG-01473,USR-01307,PLAN-030,86.0,2024-09-29,Fuerza
PROG-01474,USR-01084,PLAN-059,13.0,2024-11-12,HIIT
PROG-01475,USR-01980,PLAN-069,70.0,2025-04-20,Fuerza
PROG-01476,USR-01064,PLAN-026,60.0,2025-03-16,Fuerza
PROG-01477,USR-02878,PLAN-091,69.0,2024-12-04,Meditación
PROG-01478,USR-05455,PLAN-056,91.0,2025-08-19,Yoga
PROG-01479,USR-06903,PLAN-032,69.0,2024-11-08,HIIT
PROG-01480,USR-04000,PLAN-064,65.0,2025-02-05,Yoga
PROG-01481,USR-03268,PLAN-071,53.0,2024-09-13,Meditación
PROG-01482,USR-07973,PLAN-061,65.0,2024-11-18,Fuerza
PROG-01483,USR-02478,PLAN-096,,2025-03-11,Cardio
PROG-01484,USR-01738,PLAN-056,4.0,2025-03-12,Cardio
PROG-01485,USR-04358,PLAN-084,,2025-07-21,HIIT
PROG-01486,USR-00834,PLAN-050,36.0,2025-08-31,HIIT
PROG-01487,USR-07566,PLAN-070,27.0,2025-04-03,Yoga
PROG-01488,USR-04139,PLAN-034,,2025-01-17,Yoga
PROG-01489,USR-05898,PLAN-064,68.0,2025-04-08,Yoga
PROG-01490,USR-00962,PLAN-026,85.0,2024-12-28,Cardio
PROG-01491,USR-04224,PLAN-035,70.0,2024-11-07,Cardio
PROG-01492,USR-02780,PLAN-062,89.0,2024-11-06,Cardio
PROG-01493,USR-03086,PLAN-052,16.0,2025-07-25,Cardio
PROG-01494,USR-02620,PLAN-095,43.0,2025-03-26,Meditación
PROG-01495,USR-05478,PLAN-084,85.0,2024-12-09,Cardio
PROG-01496,USR-05837,PLAN-057,30.0,2025-06-14,Fuerza
PROG-01497,USR-06256,PLAN-005,31.0,2025-04-02,Cardio
PROG-01498,USR-00496,PLAN-026,71.0,2025-02-27,Cardio
PROG-01499,USR-02601,PLAN-066,5.0,2025-01-27,Cardio
PROG-01500,USR-02801,PLAN-094,,2025-07-02,Yoga
PROG-01501,USR-02468,PLAN-056,41.0,2024-10-01,Cardio
PROG-01502,USR-02126,PLAN-026,88.0,2025-08-12,Meditación
PROG-01503,USR-06490,PLAN-051,5.0,2024-11-07,Yoga
PROG-01504,USR-02697,PLAN-097,96.0,2025-03-20,HIIT
PROG-01505,USR-04364,PLAN-018,45.0,2025-05-20,HIIT
PROG-01506,USR-06010,PLAN-044,56.0,2025-04-13,Cardio
PROG-01507,USR-04546,PLAN-030,9.0,2025-03-24,Yoga
PROG-01508,USR-02291,PLAN-099,57.0,2025-01-13,Fuerza
PROG-01509,USR-06930,PLAN-037,55.0,2025-08-22,Fuerza
PROG-01510,USR-03790,PLAN-017,35.0,2024-11-29,Cardio
PROG-01511,USR-02899,PLAN-051,29.0,2024-09-22,Meditación
PROG-01512,USR-04552,PLAN-069,68.0,2024-10-29,Cardio
PROG-01513,USR-05209,PLAN-027,41.0,2025-04-20,Cardio
PROG-01514,USR-06189,PLAN-008,10.0,2025-02-21,Yoga
PROG-01515,USR-00874,PLAN-097,10.0,2025-07-07,Fuerza
PROG-01516,USR-05776,PLAN-030,75.0,2025-04-30,Yoga
PROG-01517,USR-07749,PLAN-096,87.0,2025-08-08,Cardio
PROG-01518,USR-04949,PLAN-069,93.0,2025-08-02,HIIT
PROG-01519,USR-06161,PLAN-048,,2024-11-01,HIIT
PROG-01520,USR-01216,PLAN-088,91.0,2025-01-31,Yoga
PROG-01521,USR-03415,PLAN-096,66.0,2025-05-04,Cardio
PROG-01522,USR-02260,PLAN-058,28.0,2024-09-23,HIIT
PROG-01523,USR-02193,PLAN-062,26.0,2024-09-26,Meditación
PROG-01524,USR-06210,PLAN-089,17.0,2025-04-17,Meditación
PROG-01525,USR-07195,PLAN-034,65.0,2025-01-21,Fuerza
PROG-01526,USR-07067,PLAN-077,31.0,2024-11-28,Meditación
PROG-01527,USR-03030,PLAN-038,63.0,2025-05-26,Yoga
PROG-01528,USR-03855,PLAN-013,93.0,2025-07-21,Yoga
PROG-01529,USR-00582,PLAN-043,88.0,2025-06-06,Cardio
PROG-01530,USR-02967,PLAN-040,25.0,2025-03-01,Yoga
PROG-01531,USR-02154,PLAN-012,32.0,2024-09-20,HIIT
PROG-01532,USR-04269,PLAN-005,48.0,2025-01-15,Fuerza
PROG-01533,USR-00493,PLAN-086,84.0,2025-03-04,Meditación
PROG-01534,USR-03223,PLAN-093,,2025-07-01,Meditación
PROG-01535,USR-07424,PLAN-096,7.0,2024-11-23,Fuerza
PROG-01536,USR-05977,PLAN-023,53.0,2025-05-14,Fuerza
PROG-01537,USR-07415,PLAN-041,31.0,2025-03-16,Yoga
PROG-01538,USR-02918,PLAN-003,11.0,2025-06-05,Meditación
PROG-01539,USR-03757,PLAN-058,87.0,2025-03-03,HIIT
PROG-01540,USR-05283,PLAN-034,37.0,2025-01-17,Yoga
PROG-01541,USR-02564,PLAN-040,,2024-10-17,Fuerza
PROG-01542,USR-01040,PLAN-057,41.0,2025-05-31,Fuerza
PROG-01543,USR-01773,PLAN-037,86.0,2024-12-29,Yoga
PROG-01544,USR-06810,PLAN-013,60.0,2024-10-30,Meditación
PROG-01545,USR-00759,PLAN-067,58.0,2024-12-27,Meditación
