ID_Actividad,ID_Usuario,Fecha_Actividad,Tipo_Evento,Duracion_Minutos,ID_Contenido
ACT-008733,USR-03203,2025-08-19,inicio de sesion,9.0,CONT-0312
ACT-008734,USR-01552,2025-08-27,Interacción con Contenido,54.0,CONT-0226
ACT-008735,USR-03712,2024-09-16,inicio de sesion,43.0,CONT-0360
ACT-008736,USR-03534,2024-11-13,Interacción con Contenido,11.0,CONT-0469
ACT-008737,USR-05456,2024-10-22,inicio de sesion,22.0,CONT-0316
ACT-008738,USR-01349,2024-10-21,Interacción con Contenido,34.0,CONT-0335
ACT-008739,USR-00689,2024-12-20,Interacción con Contenido,62.0,CONT-0067
ACT-008740,USR-01308,2025-07-11,Interacción con Contenido,15.0,CONT-0425
ACT-008741,USR-02043,2024-09-15,Sesión de Entrenamiento Completada,6.0,CONT-0211
ACT-008742,USR-03735,2025-07-26,inicio de sesion,65.0,CONT-0426
ACT-008743,USR-00729,2025-09-02,Interacción con Contenido,35.0,CONT-0375
ACT-008744,USR-04990,2025-07-13,inicio de sesion,22.0,CONT-0220
ACT-008745,USR-02038,2025-05-17,inicio de sesion,57.0,CONT-0170
ACT-008746,USR-01667,2025-08-14,Sesión de Entrenamiento Completada,3.0,CONT-0388
ACT-008747,USR-00102,2025-06-24,Sesión de Entrenamiento Completada,2.0,CONT-0285
ACT-008748,USR-02078,2025-04-05,Sesión de Entrenamiento Completada,84.0,CONT-0133
ACT-008749,USR-05233,2024-10-31,Sesión de Entrenamiento Completada,29.0,CONT-0438
ACT-008750,USR-01428,2025-07-05,Sesión de Entrenamiento Completada,62.0,CONT-0057
ACT-008751,USR-07089,2025-05-17,inicio de sesion,68.0,CONT-0436
ACT-008752,USR-03483,2025-01-08,Sesión de Entrenamiento Completada,46.0,CONT-0111
ACT-008753,USR-03979,2025-03-31,Sesión de Entrenamiento Completada,2.0,CONT-0378
ACT-008754,USR-06753,2025-09-01,inicio de sesion,34.0,CONT-0287
ACT-008755,USR-03447,2025-03-30,inicio de sesion,6.0,
ACT-008756,USR-04310,2024-11-06,Interacción con Contenido,25.0,CONT-0164
ACT-008757,USR-03951,2025-05-23,Sesión de Entrenamiento Completada,22.0,CONT-0353
ACT-008758,USR-05557,2025-06-07,Sesión de Entrenamiento Completada,15.0,CONT-0283
ACT-008759,USR-00921,2024-12-06,inicio de sesion,,CONT-0380
ACT-008760,USR-02305,2025-03-15,Interacción con Contenido,23.0,CONT-0437
ACT-008761,USR-00324,2024-11-05,Interacción con Contenido,81.0,CONT-0004
ACT-008762,USR-07078,2025-05-28,Sesión de Entrenamiento Completada,17.0,CONT-0048
ACT-008763,USR-04365,2025-04-20,Interacción con Contenido,83.0,CONT-0482
ACT-008764,USR-06649,2025-06-21,inicio de sesion,51.0,CONT-0290
ACT-008765,USR-07958,2025-01-16,inicio de sesion,36.0,CONT-0171
ACT-008766,USR-03350,2025-06-14,Interacción con Contenido,10.0,CONT-0381
ACT-008767,USR-05337,2024-12-24,Sesión de Entrenamiento Completada,10.0,CONT-0172
ACT-008768,USR-04889,2024-10-03,Sesión de Entrenamiento Completada,23.0,CONT-0038
ACT-008769,USR-00083,2025-02-13,Sesión de Entrenamiento Completada,44.0,CONT-0484
ACT-008770,USR-03639,2025-07-20,Sesión de Entrenamiento Completada,63.0,CONT-0063
ACT-008771,USR-07335,2024-11-16,inicio de sesion,75.0,CONT-0146
ACT-008772,USR-06999,2025-08-08,inicio de sesion,10.0,CONT-0267
ACT-008773,USR-05062,2024-11-19,Sesión de Entrenamiento Completada,82.0,CONT-0228
ACT-008774,USR-05193,2024-11-19,Interacción con Contenido,73.0,CONT-0290
ACT-008775,USR-06128,2024-09-15,Interacción con Contenido,53.0,CONT-0375
ACT-008776,USR-01847,2024-11-10,inicio de sesion,80.0,CONT-0156
ACT-008777,USR-00460,2025-04-12,Sesión de Entrenamiento Completada,25.0,CONT-0052
ACT-008778,USR-06824,2024-12-23,Sesión de Entrenamiento Completada,9.0,CONT-0126
ACT-008779,USR-07272,2024-11-15,Interacción con Contenido,,CONT-0492
ACT-008780,USR-02697,2025-06-13,Interacción con Contenido,31.0,CONT-0038
ACT-008781,USR-07000,2025-07-21,inicio de sesion,41.0,CONT-0138
ACT-008782,USR-05522,2024-10-24,Interacción con Contenido,17.0,CONT-0441
ACT-008783,USR-07841,2025-06-04,inicio de sesion,48.0,CONT-0263
ACT-008784,USR-05323,2025-05-14,Sesión de Entrenamiento Completada,30.0,CONT-0057
ACT-008785,USR-01416,2024-11-19,Sesión de Entrenamiento Completada,28.0,CONT-0060
ACT-008786,USR-04403,2025-02-26,Interacción con Contenido,27.0,CONT-0478
ACT-008787,USR-05188,2024-10-18,inicio de sesion,49.0,CONT-0115
ACT-008788,USR-07447,2025-05-31,Sesión de Entrenamiento Completada,,CONT-0190
ACT-008789,USR-01623,2025-03-13,Sesión de Entrenamiento Completada,45.0,CONT-0496
ACT-008790,USR-07035,2025-05-16,inicio de sesion,19.0,CONT-0099
ACT-008791,USR-07595,2024-12-04,inicio de sesion,45.0,CONT-0421
ACT-008792,USR-06893,2024-11-29,Interacción con Contenido,89.0,CONT-0407
ACT-008793,USR-05580,2025-08-02,inicio de sesion,72.0,CONT-0401
ACT-008794,USR-06585,2025-06-15,inicio de sesion,8.0,CONT-0066
ACT-008795,USR-03550,2024-10-13,inicio de sesion,44.0,CONT-0254
ACT-008796,USR-00783,2025-02-09,Interacción con Contenido,32.0,CONT-0129
ACT-008797,USR-06543,2025-04-19,Sesión de Entrenamiento Completada,31.0,CONT-0431
ACT-008798,USR-06259,2025-02-16,Interacción con Contenido,88.0,CONT-0337
ACT-008799,USR-00390,2025-05-26,inicio de sesion,51.0,CONT-0290
ACT-008800,USR-04932,2025-04-20,Sesión de Entrenamiento Completada,36.0,CONT-0451
ACT-008801,USR-00607,2025-01-12,Sesión de Entrenamiento Completada,39.0,CONT-0410
ACT-008802,USR-06167,2025-06-21,Sesión de Entrenamiento Completada,74.0,CONT-0252
ACT-008803,USR-06830,2025-01-28,Sesión de Entrenamiento Completada,6.0,CONT-0384
ACT-008804,USR-00045,2025-01-26,Sesión de Entrenamiento Completada,51.0,CONT-0186
ACT-008805,USR-01246,2025-01-19,Sesión de Entrenamiento Completada,28.0,CONT-0331
ACT-008806,USR-02131,2024-09-14,Sesión de Entrenamiento Completada,89.0,CONT-0475
ACT-008807,USR-06600,2025-05-25,Interacción con Contenido,34.0,CONT-0484
ACT-008808,USR-05756,2025-07-04,Sesión de Entrenamiento Completada,,CONT-0361
ACT-008809,USR-04324,2025-08-09,Sesión de Entrenamiento Completada,41.0,CONT-0334
ACT-008810,USR-03764,2025-08-02,Sesión de Entrenamiento Completada,22.0,CONT-0241
ACT-008811,USR-01240,2025-05-26,Sesión de Entrenamiento Completada,6.0,CONT-0167
ACT-008812,USR-00574,2025-03-17,inicio de sesion,36.0,CONT-0396
ACT-008813,USR-06592,2025-03-23,Sesión de Entrenamiento Completada,27.0,CONT-0033
ACT-008814,USR-04750,2025-04-26,Sesión de Entrenamiento Completada,3.0,CONT-0117
ACT-008815,USR-04352,2024-12-30,inicio de sesion,41.0,CONT-0490
ACT-008816,USR-06197,2025-08-30,inicio de sesion,5.0,CONT-0373
ACT-008817,USR-04604,2025-05-11,Interacción con Contenido,23.0,CONT-0413
ACT-008818,USR-07209,2025-07-20,inicio de sesion,18.0,CONT-0040
ACT-008819,USR-03508,2025-01-23,Interacción con Contenido,23.0,CONT-0260
ACT-008820,USR-04749,2024-11-28,Interacción con Contenido,85.0,CONT-0084
ACT-008821,USR-02103,2025-03-16,Interacción con Contenido,21.0,
ACT-008822,USR-03091,2025-03-20,inicio de sesion,39.0,CONT-0299
ACT-008823,USR-07058,2025-03-10,inicio de sesion,,CONT-0359
ACT-008824,USR-01637,2025-07-07,inicio de sesion,20.0,CONT-0372
ACT-008825,USR-04242,2025-01-19,Interacción con Contenido,8.0,CONT-0419
ACT-008826,USR-03882,2025-05-29,Sesión de Entrenamiento Completada,8.0,CONT-0319
ACT-008827,USR-01980,2025-04-20,Interacción con Contenido,1.0,CONT-0023
ACT-008828,USR-07603,2024-09-13,inicio de sesion,4.0,CONT-0189
ACT-008829,USR-06749,2024-11-01,inicio de sesion,78.0,CONT-0272
ACT-008830,USR-03757,2024-11-05,inicio de sesion,52.0,CONT-0119
ACT-008831,USR-00921,2024-10-14,inicio de sesion,41.0,CONT-0450
ACT-008832,USR-02587,2025-07-28,Sesión de Entrenamiento Completada,21.0,CONT-0260
ACT-008833,USR-05758,2025-05-12,Sesión de Entrenamiento Completada,88.0,CONT-0109
ACT-008834,USR-02680,2025-06-30,Interacción con Contenido,88.0,CONT-0290
ACT-008835,USR-02313,2024-11-05,inicio de sesion,35.0,CONT-0465
ACT-008836,USR-01514,2024-12-31,Sesión de Entrenamiento Completada,79.0,CONT-0053
ACT-008837,USR-03240,2025-02-06,inicio de sesion,86.0,CONT-0260
ACT-008838,USR-05919,2024-11-06,Sesión de Entrenamiento Completada,15.0,CONT-0070
ACT-008839,USR-06930,2024-12-11,inicio de sesion,28.0,CONT-0188
ACT-008840,USR-07541,2025-02-01,inicio de sesion,37.0,CONT-0209
ACT-008841,USR-06864,2025-06-06,inicio de sesion,22.0,CONT-0416
ACT-008842,USR-06181,2025-05-22,Sesión de Entrenamiento Completada,56.0,CONT-0051
ACT-008843,USR-06692,2025-06-11,Interacción con Contenido,27.0,CONT-0059
ACT-008844,USR-04628,2025-03-23,Interacción con Contenido,11.0,CONT-0128
ACT-008845,USR-07421,2025-02-16,Interacción con Contenido,60.0,CONT-0082
ACT-008846,USR-03547,2024-09-26,inicio de sesion,60.0,CONT-0475
ACT-008847,USR-02502,2024-10-12,Interacción con Contenido,62.0,CONT-0493
ACT-008848,USR-06023,2024-12-10,Interacción con Contenido,52.0,CONT-0219
ACT-008849,USR-07713,2025-08-20,inicio de sesion,77.0,CONT-0362
ACT-008850,USR-02671,2025-06-02,Sesión de Entrenamiento Completada,4.0,CONT-0341
ACT-008851,USR-05552,2024-12-25,inicio de sesion,72.0,CONT-0137
ACT-008852,USR-02961,2024-10-31,Interacción con Contenido,65.0,CONT-0452
ACT-008853,USR-05842,2025-04-23,inicio de sesion,,CONT-0129
ACT-008854,USR-01214,2025-04-26,inicio de sesion,46.0,CONT-0275
ACT-008855,USR-06484,2024-11-09,Sesión de Entrenamiento Completada,82.0,CONT-0205
ACT-008856,USR-01090,2025-04-19,Interacción con Contenido,55.0,CONT-0491
ACT-008857,USR-02149,2025-04-20,Sesión de Entrenamiento Completada,1.0,CONT-0245
ACT-008858,USR-02385,2025-09-06,inicio de sesion,56.0,CONT-0282
ACT-008859,USR-07541,2025-04-18,Interacción con Contenido,52.0,CONT-0360
ACT-008860,USR-05655,2025-04-16,Sesión de Entrenamiento Completada,78.0,CONT-0164
ACT-008861,USR-05409,2025-06-16,inicio de sesion,82.0,CONT-0362
ACT-008862,USR-07839,2025-07-06,inicio de sesion,58.0,CONT-0335
ACT-008863,USR-05410,2024-10-12,Interacción con Contenido,54.0,CONT-0215
ACT-008864,USR-03098,2024-12-18,Interacción con Contenido,65.0,CONT-0140
ACT-008865,USR-03025,2025-04-11,Interacción con Contenido,12.0,CONT-0486
ACT-008866,USR-05064,2025-01-17,Sesión de Entrenamiento Completada,77.0,CONT-0110
ACT-008867,USR-07923,2024-11-29,Interacción con Contenido,43.0,CONT-0448
ACT-008868,USR-06198,2024-10-12,inicio de sesion,10.0,CONT-0439
ACT-008869,USR-00925,2025-08-04,inicio de sesion,33.0,CONT-0236
ACT-008870,USR-02897,2025-02-21,inicio de sesion,3.0,CONT-0295
ACT-008871,USR-06114,2025-04-19,Interacción con Contenido,68.0,CONT-0157
ACT-008872,USR-05692,2024-10-31,Interacción con Contenido,8.0,CONT-0203
ACT-008873,USR-03826,2025-09-01,Interacción con Contenido,36.0,CONT-0224
ACT-008874,USR-06266,2024-11-13,inicio de sesion,81.0,CONT-0035
ACT-008875,USR-02138,2025-01-28,inicio de sesion,77.0,CONT-0441
ACT-008876,USR-05193,2025-01-03,inicio de sesion,36.0,CONT-0373
ACT-008877,USR-04602,2025-08-22,inicio de sesion,38.0,CONT-0386
ACT-008878,USR-00229,2025-04-19,Interacción con Contenido,73.0,CONT-0459
ACT-008879,USR-06406,2024-12-28,Sesión de Entrenamiento Completada,23.0,CONT-0129
ACT-008880,USR-03944,2024-10-07,Sesión de Entrenamiento Completada,40.0,CONT-0257
ACT-008881,USR-00971,2025-07-07,inicio de sesion,35.0,CONT-0401
ACT-008882,USR-07704,2024-10-27,Interacción con Contenido,26.0,CONT-0338
ACT-008883,USR-05513,2025-04-28,Interacción con Contenido,41.0,CONT-0033
ACT-008884,USR-01995,2025-08-16,Sesión de Entrenamiento Completada,20.0,CONT-0272
ACT-008885,USR-04809,2024-11-20,Sesión de Entrenamiento Completada,69.0,CONT-0388
ACT-008886,USR-05315,2025-03-16,inicio de sesion,32.0,CONT-0254
ACT-008887,USR-07370,2025-08-14,Interacción con Contenido,4.0,CONT-0177
ACT-008888,USR-04381,2025-02-06,Sesión de Entrenamiento Completada,5.0,CONT-0495
ACT-008889,USR-07710,2025-03-01,Interacción con Contenido,71.0,CONT-0350
ACT-008890,USR-01332,2024-10-14,inicio de sesion,74.0,CONT-0174
ACT-008891,USR-02807,2024-09-14,inicio de sesion,60.0,CONT-0125
ACT-008892,USR-07137,2024-09-13,Interacción con Contenido,38.0,CONT-0232
ACT-008893,USR-02779,2025-08-01,Sesión de Entrenamiento Completada,23.0,CONT-0369
ACT-008894,USR-04450,2024-09-14,Interacción con Contenido,43.0,CONT-0154
ACT-008895,USR-04151,2025-02-18,inicio de sesion,42.0,CONT-0032
ACT-008896,USR-01992,2024-12-17,Sesión de Entrenamiento Completada,55.0,CONT-0186
ACT-008897,USR-07201,2025-06-19,Interacción con Contenido,35.0,
ACT-008898,USR-01682,2025-04-06,Interacción con Contenido,1.0,CONT-0045
ACT-008899,USR-01774,2024-12-13,inicio de sesion,67.0,CONT-0166
ACT-008900,USR-01416,2024-12-08,inicio de sesion,56.0,CONT-0245
ACT-008901,USR-06701,2025-06-05,Sesión de Entrenamiento Completada,71.0,CONT-0382
ACT-008902,USR-05054,2024-11-09,inicio de sesion,4.0,CONT-0310
ACT-008903,USR-01352,2025-01-06,Sesión de Entrenamiento Completada,66.0,CONT-0199
ACT-008904,USR-04016,2025-06-09,Sesión de Entrenamiento Completada,50.0,CONT-0002
ACT-008905,USR-03987,2025-01-07,inicio de sesion,77.0,CONT-0425
ACT-008906,USR-03643,2025-03-05,Sesión de Entrenamiento Completada,83.0,CONT-0394
ACT-008907,USR-00393,2025-04-09,Sesión de Entrenamiento Completada,10.0,CONT-0035
ACT-008908,USR-03311,2025-06-13,inicio de sesion,62.0,CONT-0217
ACT-008909,USR-01596,2025-01-04,Sesión de Entrenamiento Completada,16.0,CONT-0408
ACT-008910,USR-00694,2025-04-09,inicio de sesion,1.0,CONT-0095
ACT-008911,USR-01689,2025-08-26,Sesión de Entrenamiento Completada,83.0,CONT-0204
ACT-008912,USR-03704,2025-01-10,inicio de sesion,62.0,CONT-0490
ACT-008913,USR-01609,2025-08-21,inicio de sesion,67.0,CONT-0307
ACT-008914,USR-00165,2025-07-02,Interacción con Contenido,21.0,CONT-0280
ACT-008915,USR-03423,2024-12-05,Sesión de Entrenamiento Completada,4.0,CONT-0129
ACT-008916,USR-04123,2025-02-04,Interacción con Contenido,27.0,CONT-0337
ACT-008917,USR-02569,2024-12-21,inicio de sesion,23.0,CONT-0454
ACT-008918,USR-01224,2025-07-08,inicio de sesion,57.0,
ACT-008919,USR-00709,2025-06-19,Interacción con Contenido,5.0,CONT-0122
ACT-008920,USR-01367,2025-01-15,Interacción con Contenido,80.0,CONT-0270
ACT-008921,USR-07631,2025-09-09,Sesión de Entrenamiento Completada,16.0,CONT-0353
ACT-008922,USR-01586,2025-04-18,Sesión de Entrenamiento Completada,43.0,CONT-0298
ACT-008923,USR-02674,2025-06-12,inicio de sesion,69.0,CONT-0288
ACT-008924,USR-07792,2025-06-14,inicio de sesion,61.0,CONT-0408
ACT-008925,USR-07134,2024-11-29,inicio de sesion,41.0,CONT-0221
ACT-008926,USR-03556,2024-10-09,Sesión de Entrenamiento Completada,51.0,CONT-0423
ACT-008927,USR-02473,2025-03-16,inicio de sesion,,CONT-0256
ACT-008928,USR-01119,2025-01-12,Interacción con Contenido,6.0,CONT-0069
ACT-008929,USR-05998,2024-12-22,Sesión de Entrenamiento Completada,39.0,CONT-0204
ACT-008930,USR-02516,2025-03-12,Sesión de Entrenamiento Completada,50.0,CONT-0046
ACT-008931,USR-04880,2025-08-15,Interacción con Contenido,83.0,
ACT-008932,USR-05324,2025-05-16,Sesión de Entrenamiento Completada,22.0,CONT-0240
ACT-008933,USR-06460,2025-06-22,Sesión de Entrenamiento Completada,14.0,CONT-0350
ACT-008934,USR-01245,2024-11-23,Interacción con Contenido,6.0,CONT-0483
ACT-008935,USR-00377,2025-07-04,Sesión de Entrenamiento Completada,17.0,CONT-0150
ACT-008936,USR-05911,2024-12-29,Sesión de Entrenamiento Completada,34.0,CONT-0487
ACT-008937,USR-01589,2025-08-12,Sesión de Entrenamiento Completada,74.0,CONT-0399
ACT-008938,USR-05209,2025-02-03,Sesión de Entrenamiento Completada,5.0,CONT-0283
ACT-008939,USR-00748,2024-12-14,Sesión de Entrenamiento Completada,45.0,CONT-0151
ACT-008940,USR-05207,2024-09-25,Interacción con Contenido,44.0,CONT-0130
ACT-008941,USR-06311,2024-11-17,Interacción con Contenido,12.0,CONT-0007
ACT-008942,USR-02614,2024-10-07,Sesión de Entrenamiento Completada,20.0,CONT-0360
ACT-008943,USR-07855,2025-08-20,inicio de sesion,52.0,CONT-0073
ACT-008944,USR-05494,2024-12-28,inicio de sesion,84.0,CONT-0193
ACT-008945,USR-07372,2025-08-07,Interacción con Contenido,15.0,CONT-0030
ACT-008946,USR-05980,2025-01-26,Interacción con Contenido,8.0,CONT-0176
ACT-008947,USR-02371,2025-07-28,inicio de sesion,57.0,CONT-0211
ACT-008948,USR-02674,2025-09-06,Sesión de Entrenamiento Completada,44.0,CONT-0487
ACT-008949,USR-00148,2024-11-17,inicio de sesion,27.0,CONT-0384
ACT-008950,USR-00845,2025-06-08,Sesión de Entrenamiento Completada,86.0,CONT-0057
ACT-008951,USR-06186,2025-07-13,Sesión de Entrenamiento Completada,52.0,CONT-0299
ACT-008952,USR-05623,2025-06-20,Sesión de Entrenamiento Completada,81.0,CONT-0419
ACT-008953,USR-04611,2025-01-27,inicio de sesion,85.0,CONT-0340
ACT-008954,USR-01445,2025-05-28,inicio de sesion,12.0,CONT-0056
ACT-008955,USR-07524,2025-06-16,inicio de sesion,22.0,CONT-0375
ACT-008956,USR-06870,2025-01-25,Interacción con Contenido,74.0,CONT-0301
ACT-008957,USR-06160,2025-07-10,Sesión de Entrenamiento Completada,6.0,CONT-0384
ACT-008958,USR-01413,2025-06-17,inicio de sesion,7.0,CONT-0454
ACT-008959,USR-01190,2025-06-29,inicio de sesion,1.0,CONT-0233
ACT-008960,USR-05397,2024-12-16,inicio de sesion,54.0,CONT-0488
ACT-008961,USR-01883,2025-02-24,Interacción con Contenido,36.0,CONT-0057
ACT-008962,USR-02829,2025-02-24,Sesión de Entrenamiento Completada,11.0,CONT-0377
ACT-008963,USR-07477,2025-07-04,Interacción con Contenido,26.0,CONT-0318
ACT-008964,USR-07989,2025-07-31,Sesión de Entrenamiento Completada,36.0,CONT-0193
ACT-008965,USR-07629,2025-02-21,Interacción con Contenido,14.0,CONT-0314
ACT-008966,USR-04812,2025-05-13,Sesión de Entrenamiento Completada,58.0,CONT-0027
ACT-008967,USR-04714,2024-12-31,Sesión de Entrenamiento Completada,80.0,CONT-0487
ACT-008968,USR-06689,2025-06-07,inicio de sesion,2.0,CONT-0333
ACT-008969,USR-01180,2025-01-06,inicio de sesion,64.0,CONT-0481
ACT-008970,USR-03728,2024-10-23,Sesión de Entrenamiento Completada,10.0,CONT-0113
ACT-008971,USR-07879,2025-03-27,inicio de sesion,58.0,CONT-0062
ACT-008972,USR-05589,2025-01-01,inicio de sesion,20.0,CONT-0457
ACT-008973,USR-04847,2025-03-21,inicio de sesion,35.0,CONT-0432
ACT-008974,USR-06067,2024-10-19,Interacción con Contenido,6.0,CONT-0492
ACT-008975,USR-02278,2025-06-14,Interacción con Contenido,29.0,CONT-0029
ACT-008976,USR-00294,2025-06-24,Sesión de Entrenamiento Completada,27.0,CONT-0476
ACT-008977,USR-00959,2024-10-28,inicio de sesion,49.0,CONT-0360
ACT-008978,USR-03893,2025-02-15,inicio de sesion,44.0,CONT-0424
ACT-008979,USR-01407,2025-06-30,Interacción con Contenido,35.0,CONT-0052
ACT-008980,USR-05143,2025-06-09,inicio de sesion,39.0,CONT-0006
ACT-008981,USR-01972,2025-06-21,Interacción con Contenido,42.0,CONT-0249
ACT-008982,USR-00817,2024-12-17,inicio de sesion,46.0,CONT-0062
ACT-008983,USR-03502,2025-02-17,Interacción con Contenido,42.0,CONT-0181
ACT-008984,USR-03355,2025-02-08,inicio de sesion,75.0,CONT-0374
ACT-008985,USR-01881,2024-11-27,inicio de sesion,61.0,CONT-0089
ACT-008986,USR-00567,2025-07-24,Sesión de Entrenamiento Completada,48.0,CONT-0442
ACT-008987,USR-01660,2024-11-17,inicio de sesion,46.0,CONT-0452
ACT-008988,USR-04784,2025-02-11,inicio de sesion,27.0,CONT-0435
ACT-008989,USR-06480,2025-07-27,Interacción con Contenido,33.0,CONT-0374
ACT-008990,USR-00357,2024-10-28,Interacción con Contenido,27.0,
ACT-008991,USR-01315,2025-07-28,inicio de sesion,48.0,CONT-0222
ACT-008992,USR-07305,2024-10-12,Sesión de Entrenamiento Completada,50.0,CONT-0146
ACT-008993,USR-02253,2024-12-18,Sesión de Entrenamiento Completada,73.0,
ACT-008994,USR-02056,2024-12-26,inicio de sesion,24.0,CONT-0076
ACT-008995,USR-07679,2025-09-12,Sesión de Entrenamiento Completada,17.0,CONT-0024
ACT-008996,USR-07789,2024-10-15,Interacción con Contenido,,CONT-0288
ACT-008997,USR-07042,2025-02-02,inicio de sesion,49.0,CONT-0386
ACT-008998,USR-03362,2024-11-05,Interacción con Contenido,62.0,CONT-0233
ACT-008999,USR-01802,2025-04-17,Sesión de Entrenamiento Completada,37.0,CONT-0190
ACT-009000,USR-02756,2025-04-08,Interacción con Contenido,37.0,CONT-0045
ACT-009001,USR-05504,2025-07-02,Interacción con Contenido,11.0,CONT-0408
ACT-009002,USR-00118,2025-05-29,inicio de sesion,9.0,CONT-0175
ACT-009003,USR-04221,2024-10-23,Sesión de Entrenamiento Completada,19.0,CONT-0153
ACT-009004,USR-03335,2025-03-28,Sesión de Entrenamiento Completada,32.0,CONT-0271
ACT-009005,USR-00196,2025-08-10,Sesión de Entrenamiento Completada,38.0,CONT-0243
ACT-009006,USR-05914,2025-03-18,Sesión de Entrenamiento Completada,30.0,CONT-0185
ACT-009007,USR-06399,2024-09-15,Sesión de Entrenamiento Completada,14.0,CONT-0006
ACT-009008,USR-04885,2025-05-18,inicio de sesion,9.0,CONT-0250
ACT-009009,USR-00986,2025-04-01,Sesión de Entrenamiento Completada,88.0,CONT-0182
ACT-009010,USR-02410,2024-11-12,Sesión de Entrenamiento Completada,1.0,CONT-0130
ACT-009011,USR-07010,2025-06-27,Sesión de Entrenamiento Completada,45.0,CONT-0340
ACT-009012,USR-05207,2024-11-05,Interacción con Contenido,47.0,CONT-0031
ACT-009013,USR-00832,2025-06-13,Interacción con Contenido,35.0,CONT-0124
ACT-009014,USR-01654,2025-05-28,inicio de sesion,46.0,CONT-0330
ACT-009015,USR-00875,2025-06-25,Sesión de Entrenamiento Completada,14.0,CONT-0099
ACT-009016,USR-06024,2025-08-25,Interacción con Contenido,55.0,CONT-0408
ACT-009017,USR-00860,2025-08-17,Interacción con Contenido,80.0,CONT-0220
ACT-009018,USR-03900,2024-10-26,Interacción con Contenido,40.0,CONT-0158
ACT-009019,USR-02311,2025-06-21,inicio de sesion,22.0,CONT-0476
ACT-009020,USR-07382,2025-07-14,Sesión de Entrenamiento Completada,54.0,CONT-0365
ACT-009021,USR-06760,2025-04-25,Sesión de Entrenamiento Completada,8.0,CONT-0056
ACT-009022,USR-05180,2024-11-01,Sesión de Entrenamiento Completada,54.0,CONT-0402
ACT-009023,USR-06637,2025-08-30,Sesión de Entrenamiento Completada,37.0,CONT-0013
ACT-009024,USR-07859,2025-06-12,Interacción con Contenido,1.0,CONT-0337
ACT-009025,USR-03274,2025-02-06,inicio de sesion,68.0,CONT-0397
ACT-009026,USR-04661,2025-04-20,Interacción con Contenido,34.0,CONT-0424
ACT-009027,USR-03154,2024-10-28,Sesión de Entrenamiento Completada,31.0,CONT-0108
ACT-009028,USR-00152,2025-05-22,Sesión de Entrenamiento Completada,68.0,CONT-0397
ACT-009029,USR-04036,2025-05-14,Sesión de Entrenamiento Completada,46.0,CONT-0237
ACT-009030,USR-01537,2025-05-28,Interacción con Contenido,2.0,
ACT-009031,USR-00408,2024-11-04,Interacción con Contenido,58.0,CONT-0494
ACT-009032,USR-01151,2025-06-01,Sesión de Entrenamiento Completada,,CONT-0030
ACT-009033,USR-01567,2025-08-16,Sesión de Entrenamiento Completada,44.0,CONT-0490
ACT-009034,USR-05918,2024-12-07,inicio de sesion,3.0,CONT-0128
ACT-009035,USR-04967,2024-09-26,Interacción con Contenido,83.0,CONT-0342
ACT-009036,USR-00380,2025-05-21,inicio de sesion,88.0,CONT-0264
ACT-009037,USR-01315,2025-08-25,Sesión de Entrenamiento Completada,39.0,CONT-0192
ACT-009038,USR-07554,2025-07-13,inicio de sesion,13.0,CONT-0317
ACT-009039,USR-06023,2025-06-10,Interacción con Contenido,9.0,CONT-0041
ACT-009040,USR-07734,2025-03-05,Interacción con Contenido,29.0,CONT-0132
ACT-009041,USR-04735,2025-06-27,inicio de sesion,20.0,CONT-0359
ACT-009042,USR-02753,2025-03-20,Interacción con Contenido,3.0,CONT-0341
ACT-009043,USR-05351,2025-01-15,inicio de sesion,38.0,CONT-0005
ACT-009044,USR-07489,2025-05-18,Interacción con Contenido,49.0,CONT-0103
ACT-009045,USR-05446,2025-02-21,Sesión de Entrenamiento Completada,64.0,CONT-0473
ACT-009046,USR-04026,2025-01-14,Sesión de Entrenamiento Completada,17.0,CONT-0237
ACT-009047,USR-03206,2025-08-03,Interacción con Contenido,31.0,CONT-0184
ACT-009048,USR-07527,2025-01-08,Interacción con Contenido,32.0,CONT-0488
ACT-009049,USR-03295,2025-04-04,inicio de sesion,14.0,
ACT-009050,USR-07152,2024-10-10,inicio de sesion,36.0,CONT-0323
ACT-009051,USR-00280,2025-01-22,Sesión de Entrenamiento Completada,29.0,CONT-0156
ACT-009052,USR-04807,2025-07-21,Interacción con Contenido,55.0,CONT-0490
ACT-009053,USR-05612,2025-05-01,inicio de sesion,48.0,CONT-0105
ACT-009054,USR-03673,2024-10-29,inicio de sesion,85.0,CONT-0486
ACT-009055,USR-01768,2025-01-31,inicio de sesion,30.0,CONT-0341
ACT-009056,USR-02324,2024-12-15,Sesión de Entrenamiento Completada,82.0,CONT-0033
ACT-009057,USR-01783,2025-09-09,inicio de sesion,3.0,CONT-0479
ACT-009058,USR-01689,2025-06-15,inicio de sesion,15.0,CONT-0447
ACT-009059,USR-02414,2024-10-24,Sesión de Entrenamiento Completada,84.0,CONT-0094
ACT-009060,USR-00279,2025-02-04,Interacción con Contenido,22.0,CONT-0150
ACT-009061,USR-06938,2024-11-03,Sesión de Entrenamiento Completada,31.0,
ACT-009062,USR-02594,2024-12-21,inicio de sesion,26.0,CONT-0352
